supplier_id,supplier_name,category,contact_name,email,phone,city,state,zip,payment_terms_days,is_preferred
SUP0825,Coastal Seafoods 825,dry_goods,Mia Davis,orders825@supplier49.example.com,(981) 467-4725,Dallas,TX,75201,30,false
SUP0826,Valley Farms Dairy 826,dairy,Samuel Anderson,orders826@supplier50.example.com,(690) 243-1691,Miami,FL,33101,30,true
SUP0827,Harvest Flour Mills 827,packaging,Emily Lee,orders827@supplier51.example.com,(596) 974-7484,Houston,TX,77002,15,false
SUP0828,Artisan Cheese Works 828,dairy,Aurora Clark,orders828@supplier52.example.com,(763) 269-1657,Denver,CO,80202,30,false
SUP0829,Coastal Seafoods 829,packaging,Jackson Smith,orders829@supplier53.example.com,(557) 918-2320,San Antonio,TX,78205,45,false
SUP0830,Harvest Flour Mills 830,dry_goods,Ethan Martinez,orders830@supplier54.example.com,(749) 207-5610,Charlotte,NC,28202,45,false
SUP0831,Urban Beverage Dist 831,produce,Amelia Hill,orders831@supplier55.example.com,(462) 542-4207,Chicago,IL,60601,45,true
SUP0832,Roma Tomato Co 832,beverages,Abigail Lewis,orders832@supplier56.example.com,(229) 656-9385,Seattle,WA,98101,60,false
SUP0833,Valley Farms Dairy 833,dry_goods,Sophia Wilson,orders833@supplier57.example.com,(404) 977-5892,Dallas,TX,75201,30,true
SUP0834,GreenLeaf Produce 834,meat,Logan Brown,orders834@supplier58.example.com,(863) 841-4765,Charlotte,NC,28202,45,false
SUP0835,GreenLeaf Produce 835,dairy,Ethan Lopez,orders835@supplier59.example.com,(541) 411-9185,Austin,TX,78701,60,true
SUP0836,Urban Beverage Dist 836,packaging,Nova Hernandez,orders836@supplier60.example.com,(703) 691-5675,Portland,OR,97201,30,false
SUP0837,Valley Farms Dairy 837,equipment,Liam Flores,orders837@supplier61.example.com,(251) 211-5493,Dallas,TX,75201,15,false
SUP0838,Harvest Flour Mills 838,dairy,Noah White,orders838@supplier62.example.com,(420) 861-4125,Seattle,WA,98101,60,true
SUP0839,Roma Tomato Co 839,meat,Grace Johnson,orders839@supplier63.example.com,(504) 988-1573,Phoenix,AZ,85004,15,false
SUP0840,Artisan Cheese Works 840,equipment,Ethan Davis,orders840@supplier64.example.com,(851) 962-1497,Denver,CO,80202,60,false
SUP0841,Roma Tomato Co 841,beverages,James Robinson,orders841@supplier65.example.com,(793) 911-5475,Dallas,TX,75201,45,false
SUP0842,Artisan Cheese Works 842,dairy,Layla Martinez,orders842@supplier66.example.com,(420) 266-7513,Atlanta,GA,30303,60,false
SUP0843,Urban Beverage Dist 843,equipment,Logan Clark,orders843@supplier67.example.com,(379) 213-1721,Portland,OR,97201,15,true
SUP0844,GreenLeaf Produce 844,beverages,Abigail Walker,orders844@supplier68.example.com,(407) 473-1399,Columbus,OH,43215,45,true
SUP0845,Coastal Seafoods 845,beverages,Chloe Smith,orders845@supplier69.example.com,(865) 245-8132,San Antonio,TX,78205,60,true
SUP0846,Valley Farms Dairy 846,meat,Michael Garcia,orders846@supplier70.example.com,(812) 576-8475,Tampa,FL,33602,60,false
SUP0847,FireOven Packaging 847,beverages,Jack Wright,orders847@supplier71.example.com,(349) 528-6681,Phoenix,AZ,85004,60,false
SUP0848,FireOven Packaging 848,dry_goods,Ella Jackson,orders848@supplier72.example.com,(351) 888-9102,Seattle,WA,98101,60,false
SUP0849,Roma Tomato Co 849,packaging,Evelyn Rodriguez,orders849@supplier73.example.com,(540) 567-8644,Seattle,WA,98101,60,true
SUP0850,Harvest Flour Mills 850,dairy,Alexander Allen,orders850@supplier74.example.com,(840) 348-6597,Charlotte,NC,28202,30,true
SUP0851,Harvest Flour Mills 851,equipment,Ethan Sanchez,orders851@supplier75.example.com,(283) 629-2833,Atlanta,GA,30303,15,false
SUP0852,Valley Farms Dairy 852,meat,Jack Hernandez,orders852@supplier76.example.com,(957) 432-6486,Atlanta,GA,30303,60,false
SUP0853,FireOven Packaging 853,packaging,Daniel King,orders853@supplier77.example.com,(872) 602-4589,Tampa,FL,33602,45,true
SUP0854,Roma Tomato Co 854,produce,Hazel Robinson,orders854@supplier78.example.com,(359) 910-4085,Tampa,FL,33602,15,true
SUP0855,Roma Tomato Co 855,dry_goods,Lucas Jones,orders855@supplier79.example.com,(911) 513-4962,Chicago,IL,60601,60,false
SUP0856,Roma Tomato Co 856,equipment,Amelia Johnson,orders856@supplier80.example.com,(216) 231-5846,San Antonio,TX,78205,15,false
SUP0857,Roma Tomato Co 857,dairy,Evelyn Lewis,orders857@supplier81.example.com,(321) 632-6857,Charlotte,NC,28202,60,false
SUP0858,GreenLeaf Produce 858,meat,Scarlett White,orders858@supplier82.example.com,(413) 511-8020,Atlanta,GA,30303,60,false
SUP0859,Valley Farms Dairy 859,beverages,Jackson Williams,orders859@supplier83.example.com,(711) 527-6758,Atlanta,GA,30303,15,false
SUP0860,Urban Beverage Dist 860,equipment,Aria Miller,orders860@supplier84.example.com,(632) 905-6751,Portland,OR,97201,60,true
SUP0861,Valley Farms Dairy 861,dry_goods,Nova Garcia,orders861@supplier85.example.com,(686) 458-9908,Seattle,WA,98101,15,false
SUP0862,Roma Tomato Co 862,dry_goods,Scarlett Perez,orders862@supplier86.example.com,(447) 818-8688,Tampa,FL,33602,15,false
SUP0863,Artisan Cheese Works 863,produce,Owen Clark,orders863@supplier87.example.com,(297) 210-3103,Chicago,IL,60601,15,true
SUP0864,Roma Tomato Co 864,packaging,Mason Robinson,orders864@supplier88.example.com,(481) 913-7359,Portland,OR,97201,15,false
SUP0865,Artisan Cheese Works 865,produce,Chloe Jackson,orders865@supplier89.example.com,(366) 240-5756,Dallas,TX,75201,45,false
SUP0866,Harvest Flour Mills 866,equipment,Emma Gonzalez,orders866@supplier90.example.com,(693) 697-5080,Miami,FL,33101,15,false
SUP0867,Harvest Flour Mills 867,equipment,Scarlett Williams,orders867@supplier91.example.com,(509) 387-4660,Tampa,FL,33602,45,true
SUP0868,Artisan Cheese Works 868,produce,Joseph Lewis,orders868@supplier92.example.com,(917) 318-2663,Atlanta,GA,30303,30,false
SUP0869,Valley Farms Dairy 869,dry_goods,Jackson White,orders869@supplier93.example.com,(915) 640-1336,Tampa,FL,33602,45,false
SUP0870,Urban Beverage Dist 870,dry_goods,Olivia Moore,orders870@supplier94.example.com,(646) 770-7918,Dallas,TX,75201,15,false
SUP0871,FireOven Packaging 871,dry_goods,Daniel Allen,orders871@supplier95.example.com,(449) 340-2982,Denver,CO,80202,15,false
SUP0872,Harvest Flour Mills 872,beverages,Amelia Lewis,orders872@supplier96.example.com,(875) 759-7116,Atlanta,GA,30303,45,false
SUP0873,Harvest Flour Mills 873,packaging,Grace Davis,orders873@supplier0.example.com,(773) 240-4805,Nashville,TN,37203,30,false
SUP0874,Urban Beverage Dist 874,dairy,Michael Brown,orders874@supplier1.example.com,(722) 212-2847,Houston,TX,77002,45,false
SUP0875,GreenLeaf Produce 875,equipment,Isabella Lee,orders875@supplier2.example.com,(449) 691-4498,Austin,TX,78701,30,false
SUP0876,Artisan Cheese Works 876,produce,Sophia Lopez,orders876@supplier3.example.com,(597) 766-9870,Portland,OR,97201,15,false
SUP0877,Harvest Flour Mills 877,equipment,Nova Jones,orders877@supplier4.example.com,(689) 725-2189,Houston,TX,77002,30,false
SUP0878,Urban Beverage Dist 878,equipment,Hazel White,orders878@supplier5.example.com,(430) 468-7658,Nashville,TN,37203,15,true
SUP0879,FireOven Packaging 879,equipment,Daniel Johnson,orders879@supplier6.example.com,(397) 887-7122,Austin,TX,78701,60,false
SUP0880,Coastal Seafoods 880,beverages,Isabella Walker,orders880@supplier7.example.com,(829) 721-7660,Charlotte,NC,28202,30,false
SUP0881,GreenLeaf Produce 881,dry_goods,David Jones,orders881@supplier8.example.com,(643) 814-1506,Chicago,IL,60601,60,false
SUP0882,Harvest Flour Mills 882,equipment,Samuel Williams,orders882@supplier9.example.com,(578) 484-7443,Dallas,TX,75201,45,false
SUP0883,FireOven Packaging 883,meat,Aria Hill,orders883@supplier10.example.com,(534) 515-8699,Nashville,TN,37203,60,false
SUP0884,Harvest Flour Mills 884,dry_goods,Alexander Garcia,orders884@supplier11.example.com,(908) 701-6610,Charlotte,NC,28202,15,false
SUP0885,GreenLeaf Produce 885,equipment,Abigail Hill,orders885@supplier12.example.com,(725) 433-6129,Denver,CO,80202,45,true
SUP0886,Coastal Seafoods 886,meat,Henry Gonzalez,orders886@supplier13.example.com,(543) 730-7742,Atlanta,GA,30303,45,false
SUP0887,Coastal Seafoods 887,equipment,Owen Rodriguez,orders887@supplier14.example.com,(988) 904-5833,Seattle,WA,98101,30,false
SUP0888,FireOven Packaging 888,produce,Logan Nguyen,orders888@supplier15.example.com,(732) 377-2920,Phoenix,AZ,85004,45,false
SUP0889,FireOven Packaging 889,produce,Samuel Young,orders889@supplier16.example.com,(583) 451-7416,San Antonio,TX,78205,60,true
SUP0890,Artisan Cheese Works 890,packaging,Alexander Martinez,orders890@supplier17.example.com,(460) 820-2180,Columbus,OH,43215,45,false
SUP0891,Urban Beverage Dist 891,dairy,Emma Gonzalez,orders891@supplier18.example.com,(460) 706-8450,Seattle,WA,98101,45,false
SUP0892,Coastal Seafoods 892,meat,Noah Ramirez,orders892@supplier19.example.com,(843) 701-2770,Seattle,WA,98101,60,false
SUP0893,Roma Tomato Co 893,produce,Mason Davis,orders893@supplier20.example.com,(570) 978-1892,Phoenix,AZ,85004,15,true
SUP0894,Roma Tomato Co 894,packaging,Aria Moore,orders894@supplier21.example.com,(330) 298-7934,Denver,CO,80202,30,false
SUP0895,Valley Farms Dairy 895,dairy,Elijah Perez,orders895@supplier22.example.com,(839) 936-5541,Miami,FL,33101,45,false
SUP0896,Coastal Seafoods 896,packaging,Nora Torres,orders896@supplier23.example.com,(969) 473-6792,San Antonio,TX,78205,30,false
SUP0897,FireOven Packaging 897,equipment,Harper Hernandez,orders897@supplier24.example.com,(592) 408-9875,Chicago,IL,60601,15,true
SUP0898,GreenLeaf Produce 898,equipment,Jackson Davis,orders898@supplier25.example.com,(297) 452-7658,Dallas,TX,75201,30,false
SUP0899,Harvest Flour Mills 899,produce,Harper Moore,orders899@supplier26.example.com,(309) 203-4912,Atlanta,GA,30303,45,false
SUP0900,Urban Beverage Dist 900,dry_goods,Ethan Anderson,orders900@supplier27.example.com,(302) 283-7693,Charlotte,NC,28202,60,false
SUP0901,Urban Beverage Dist 901,equipment,Owen Harris,orders901@supplier28.example.com,(223) 754-5451,Tampa,FL,33602,30,true
SUP0902,Urban Beverage Dist 902,equipment,Sebastian Perez,orders902@supplier29.example.com,(529) 221-9176,Portland,OR,97201,60,true
SUP0903,Coastal Seafoods 903,meat,Lucas Jones,orders903@supplier30.example.com,(815) 915-7187,Atlanta,GA,30303,30,true
SUP0904,Coastal Seafoods 904,meat,Ella Sanchez,orders904@supplier31.example.com,(480) 454-5762,San Antonio,TX,78205,30,false
SUP0905,Artisan Cheese Works 905,dairy,Matthew Torres,orders905@supplier32.example.com,(449) 860-2059,Columbus,OH,43215,60,true
SUP0906,Urban Beverage Dist 906,packaging,Ella White,orders906@supplier33.example.com,(590) 220-9043,Austin,TX,78701,60,true
SUP0907,Urban Beverage Dist 907,dairy,Jacob Taylor,orders907@supplier34.example.com,(556) 434-5409,Columbus,OH,43215,45,true
SUP0908,Artisan Cheese Works 908,produce,Mia Anderson,orders908@supplier35.example.com,(799) 860-9473,Denver,CO,80202,30,true
SUP0909,FireOven Packaging 909,dairy,Nova Anderson,orders909@supplier36.example.com,(292) 924-3601,Seattle,WA,98101,15,false
SUP0910,Valley Farms Dairy 910,meat,Oliver King,orders910@supplier37.example.com,(461) 663-3441,Chicago,IL,60601,45,false
SUP0911,GreenLeaf Produce 911,equipment,Mason Anderson,orders911@supplier38.example.com,(619) 519-3730,Seattle,WA,98101,15,false
SUP0912,Valley Farms Dairy 912,packaging,Samuel Lopez,orders912@supplier39.example.com,(495) 761-8704,Dallas,TX,75201,60,true
SUP0913,Valley Farms Dairy 913,equipment,Amelia Hill,orders913@supplier40.example.com,(929) 278-2103,San Antonio,TX,78205,15,false
SUP0914,Harvest Flour Mills 914,packaging,Elijah Robinson,orders914@supplier41.example.com,(766) 979-7044,Nashville,TN,37203,30,false
SUP0915,Harvest Flour Mills 915,produce,Ava Lee,orders915@supplier42.example.com,(375) 984-5461,Columbus,OH,43215,15,false
SUP0916,Valley Farms Dairy 916,dry_goods,Isabella Hernandez,orders916@supplier43.example.com,(249) 680-3554,Columbus,OH,43215,30,false
SUP0917,FireOven Packaging 917,packaging,Benjamin Robinson,orders917@supplier44.example.com,(451) 665-3869,Atlanta,GA,30303,15,true
SUP0918,Valley Farms Dairy 918,dairy,Scarlett Rodriguez,orders918@supplier45.example.com,(200) 494-8549,Houston,TX,77002,60,false
SUP0919,Urban Beverage Dist 919,packaging,Logan King,orders919@supplier46.example.com,(562) 820-7638,Seattle,WA,98101,45,false
SUP0920,Harvest Flour Mills 920,packaging,Jackson Rodriguez,orders920@supplier47.example.com,(237) 411-2202,Seattle,WA,98101,45,true
SUP0921,Urban Beverage Dist 921,dry_goods,Scarlett Martin,orders921@supplier48.example.com,(582) 224-6153,Dallas,TX,75201,60,false
SUP0922,Coastal Seafoods 922,dry_goods,David Martinez,orders922@supplier49.example.com,(660) 804-3291,Austin,TX,78701,45,false
SUP0923,Valley Farms Dairy 923,produce,Chloe Taylor,orders923@supplier50.example.com,(698) 608-8640,Houston,TX,77002,60,false
SUP0924,Artisan Cheese Works 924,produce,Grace Brown,orders924@supplier51.example.com,(451) 349-2659,San Antonio,TX,78205,45,false
SUP0925,Artisan Cheese Works 925,dry_goods,Samuel Ramirez,orders925@supplier52.example.com,(279) 812-5816,Phoenix,AZ,85004,45,true
SUP0926,Artisan Cheese Works 926,dairy,Zoey Jones,orders926@supplier53.example.com,(560) 539-4169,Chicago,IL,60601,45,true
SUP0927,Valley Farms Dairy 927,dairy,Lucas Scott,orders927@supplier54.example.com,(476) 261-1404,Houston,TX,77002,30,false
SUP0928,Valley Farms Dairy 928,dry_goods,Daniel Perez,orders928@supplier55.example.com,(827) 671-6684,Phoenix,AZ,85004,45,false
SUP0929,Roma Tomato Co 929,dry_goods,Nova Young,orders929@supplier56.example.com,(643) 981-9420,Austin,TX,78701,15,false
SUP0930,Roma Tomato Co 930,produce,Scarlett Perez,orders930@supplier57.example.com,(876) 931-8206,Chicago,IL,60601,45,false
SUP0931,Coastal Seafoods 931,dairy,Owen Harris,orders931@supplier58.example.com,(482) 603-4608,Nashville,TN,37203,15,false
SUP0932,Harvest Flour Mills 932,produce,Grace Torres,orders932@supplier59.example.com,(398) 627-3484,Austin,TX,78701,60,false
SUP0933,Coastal Seafoods 933,dairy,Emma Hernandez,orders933@supplier60.example.com,(238) 471-8907,Denver,CO,80202,15,false
SUP0934,Harvest Flour Mills 934,beverages,Jackson Davis,orders934@supplier61.example.com,(281) 885-8530,Columbus,OH,43215,45,false
SUP0935,Artisan Cheese Works 935,meat,Riley Scott,orders935@supplier62.example.com,(761) 959-6416,Phoenix,AZ,85004,45,false
SUP0936,GreenLeaf Produce 936,equipment,Nora Thomas,orders936@supplier63.example.com,(431) 222-8108,Miami,FL,33101,60,false
SUP0937,GreenLeaf Produce 937,dry_goods,Layla Sanchez,orders937@supplier64.example.com,(252) 805-5920,Chicago,IL,60601,45,false
SUP0938,Coastal Seafoods 938,equipment,Harper Thomas,orders938@supplier65.example.com,(675) 356-2615,Houston,TX,77002,45,false
SUP0939,Urban Beverage Dist 939,packaging,Alexander Martin,orders939@supplier66.example.com,(283) 448-3661,Seattle,WA,98101,60,true
SUP0940,Roma Tomato Co 940,equipment,Emily Brown,orders940@supplier67.example.com,(646) 615-8080,Miami,FL,33101,30,false
SUP0941,FireOven Packaging 941,meat,Elijah Martin,orders941@supplier68.example.com,(441) 698-9058,Austin,TX,78701,60,false
SUP0942,Urban Beverage Dist 942,equipment,James Jackson,orders942@supplier69.example.com,(449) 825-3701,Seattle,WA,98101,45,false
SUP0943,Urban Beverage Dist 943,equipment,Oliver Miller,orders943@supplier70.example.com,(284) 284-1139,Phoenix,AZ,85004,30,false
SUP0944,Roma Tomato Co 944,equipment,Penelope Martinez,orders944@supplier71.example.com,(252) 202-8720,Portland,OR,97201,30,false
SUP0945,FireOven Packaging 945,beverages,Matthew Thompson,orders945@supplier72.example.com,(882) 785-2433,Denver,CO,80202,15,false
SUP0946,FireOven Packaging 946,dairy,Olivia Nguyen,orders946@supplier73.example.com,(284) 240-1003,Denver,CO,80202,30,true
SUP0947,Urban Beverage Dist 947,equipment,Jackson Miller,orders947@supplier74.example.com,(473) 807-5774,Columbus,OH,43215,15,true
SUP0948,Harvest Flour Mills 948,dairy,Logan Hill,orders948@supplier75.example.com,(466) 361-9435,Denver,CO,80202,15,false
SUP0949,GreenLeaf Produce 949,dairy,Daniel Perez,orders949@supplier76.example.com,(880) 366-8744,San Antonio,TX,78205,60,false
SUP0950,GreenLeaf Produce 950,meat,Samuel Sanchez,orders950@supplier77.example.com,(628) 440-6067,Chicago,IL,60601,45,false
SUP0951,Harvest Flour Mills 951,beverages,Lucas Williams,orders951@supplier78.example.com,(281) 260-2928,Portland,OR,97201,30,false
SUP0952,Harvest Flour Mills 952,produce,Layla Jones,orders952@supplier79.example.com,(489) 988-6451,Portland,OR,97201,45,false
SUP0953,Artisan Cheese Works 953,dry_goods,Grace Davis,orders953@supplier80.example.com,(859) 884-5956,Tampa,FL,33602,30,true
SUP0954,Valley Farms Dairy 954,meat,Mia Sanchez,orders954@supplier81.example.com,(396) 553-2082,Miami,FL,33101,15,false
SUP0955,GreenLeaf Produce 955,dry_goods,Mason Young,orders955@supplier82.example.com,(674) 874-7512,Charlotte,NC,28202,45,false
SUP0956,FireOven Packaging 956,beverages,Joseph Ramirez,orders956@supplier83.example.com,(874) 522-4014,Charlotte,NC,28202,15,true
SUP0957,GreenLeaf Produce 957,dry_goods,Oliver Young,orders957@supplier84.example.com,(542) 351-1688,Houston,TX,77002,30,false
SUP0958,Artisan Cheese Works 958,meat,Amelia Lopez,orders958@supplier85.example.com,(627) 239-1151,Atlanta,GA,30303,45,true
SUP0959,FireOven Packaging 959,meat,Ava Miller,orders959@supplier86.example.com,(694) 990-9209,Nashville,TN,37203,30,false
SUP0960,GreenLeaf Produce 960,packaging,Daniel King,orders960@supplier87.example.com,(804) 827-4222,Phoenix,AZ,85004,60,true
SUP0961,Valley Farms Dairy 961,dry_goods,Layla Nguyen,orders961@supplier88.example.com,(760) 497-9827,Tampa,FL,33602,60,false
SUP0962,Valley Farms Dairy 962,dry_goods,Aiden Jones,orders962@supplier89.example.com,(685) 627-8594,Phoenix,AZ,85004,30,true
SUP0963,Coastal Seafoods 963,dry_goods,Evelyn Martin,orders963@supplier90.example.com,(867) 239-4759,Charlotte,NC,28202,45,false
SUP0964,Coastal Seafoods 964,dairy,Harper Lewis,orders964@supplier91.example.com,(444) 606-1036,Austin,TX,78701,60,false
SUP0965,GreenLeaf Produce 965,packaging,Aria Clark,orders965@supplier92.example.com,(216) 713-6016,Dallas,TX,75201,15,false
SUP0966,Coastal Seafoods 966,packaging,Aurora Scott,orders966@supplier93.example.com,(494) 998-2898,Atlanta,GA,30303,30,true
SUP0967,FireOven Packaging 967,produce,Aria Gonzalez,orders967@supplier94.example.com,(214) 901-8036,Seattle,WA,98101,15,false
SUP0968,Artisan Cheese Works 968,dairy,Sophia Rodriguez,orders968@supplier95.example.com,(967) 948-5230,San Antonio,TX,78205,30,false
SUP0969,GreenLeaf Produce 969,dry_goods,Mia Ramirez,orders969@supplier96.example.com,(408) 946-3685,Miami,FL,33101,45,false
SUP0970,GreenLeaf Produce 970,meat,Aria Scott,orders970@supplier0.example.com,(854) 270-2248,Columbus,OH,43215,30,true
SUP0971,Valley Farms Dairy 971,produce,Emma Moore,orders971@supplier1.example.com,(383) 316-8393,Charlotte,NC,28202,45,false
SUP0972,Artisan Cheese Works 972,packaging,Elijah Walker,orders972@supplier2.example.com,(884) 829-5559,Nashville,TN,37203,15,false
SUP0973,FireOven Packaging 973,produce,Scarlett Gonzalez,orders973@supplier3.example.com,(758) 456-1298,Dallas,TX,75201,15,true
SUP0974,Harvest Flour Mills 974,meat,Mia King,orders974@supplier4.example.com,(906) 747-4181,Houston,TX,77002,60,true
SUP0975,FireOven Packaging 975,dairy,Alexander Harris,orders975@supplier5.example.com,(974) 642-2696,Nashville,TN,37203,60,false
SUP0976,Artisan Cheese Works 976,equipment,Aiden Jones,orders976@supplier6.example.com,(962) 432-9099,San Antonio,TX,78205,60,false
SUP0977,FireOven Packaging 977,produce,Olivia Williams,orders977@supplier7.example.com,(663) 392-1060,Miami,FL,33101,45,false
SUP0978,FireOven Packaging 978,beverages,Alexander Clark,orders978@supplier8.example.com,(967) 207-6163,Miami,FL,33101,60,false
SUP0979,Roma Tomato Co 979,packaging,Sebastian Scott,orders979@supplier9.example.com,(984) 319-3224,Charlotte,NC,28202,60,false
SUP0980,FireOven Packaging 980,dairy,Owen Williams,orders980@supplier10.example.com,(853) 524-5031,Chicago,IL,60601,45,false
SUP0981,GreenLeaf Produce 981,dairy,Sophia Brown,orders981@supplier11.example.com,(507) 880-3243,Seattle,WA,98101,45,true
SUP0982,GreenLeaf Produce 982,meat,Grace Jones,orders982@supplier12.example.com,(743) 572-2230,Houston,TX,77002,60,false
SUP0983,Urban Beverage Dist 983,dairy,Liam Jackson,orders983@supplier13.example.com,(535) 389-2524,Denver,CO,80202,30,true
SUP0984,Roma Tomato Co 984,meat,Elijah Miller,orders984@supplier14.example.com,(470) 986-6468,Atlanta,GA,30303,45,true
SUP0985,Coastal Seafoods 985,packaging,Oliver Anderson,orders985@supplier15.example.com,(250) 483-6103,Houston,TX,77002,15,true
SUP0986,GreenLeaf Produce 986,packaging,Aurora Martin,orders986@supplier16.example.com,(302) 613-1667,Chicago,IL,60601,45,true
SUP0987,Roma Tomato Co 987,beverages,Alexander Moore,orders987@supplier17.example.com,(958) 253-3242,Seattle,WA,98101,15,false
SUP0988,Valley Farms Dairy 988,dairy,Zoey Williams,orders988@supplier18.example.com,(680) 569-7651,Atlanta,GA,30303,15,false
SUP0989,Coastal Seafoods 989,dairy,Alexander Hernandez,orders989@supplier19.example.com,(389) 864-2701,Atlanta,GA,30303,15,false
SUP0990,Harvest Flour Mills 990,produce,Levi Allen,orders990@supplier20.example.com,(444) 617-1086,Tampa,FL,33602,45,false
SUP0991,Coastal Seafoods 991,dry_goods,Jack Thomas,orders991@supplier21.example.com,(260) 640-4457,Tampa,FL,33602,60,false
SUP0992,GreenLeaf Produce 992,meat,Isabella Sanchez,orders992@supplier22.example.com,(804) 621-5713,Chicago,IL,60601,45,false
SUP0993,Roma Tomato Co 993,beverages,Grace Taylor,orders993@supplier23.example.com,(863) 819-9153,Charlotte,NC,28202,15,true
SUP0994,Coastal Seafoods 994,beverages,Evelyn Rodriguez,orders994@supplier24.example.com,(790) 388-2965,Seattle,WA,98101,30,false
SUP0995,Coastal Seafoods 995,produce,Levi Williams,orders995@supplier25.example.com,(948) 273-7467,Austin,TX,78701,30,true
SUP0996,Roma Tomato Co 996,packaging,Ava Wilson,orders996@supplier26.example.com,(934) 313-1225,Denver,CO,80202,60,false
SUP0997,Artisan Cheese Works 997,produce,Lucas Davis,orders997@supplier27.example.com,(577) 532-7735,San Antonio,TX,78205,60,false
SUP0998,GreenLeaf Produce 998,dry_goods,Aurora Gonzalez,orders998@supplier28.example.com,(850) 349-4387,Miami,FL,33101,60,false
SUP0999,Coastal Seafoods 999,dry_goods,Jackson Moore,orders999@supplier29.example.com,(647) 250-5130,Charlotte,NC,28202,15,false
SUP1000,Valley Farms Dairy 1000,equipment,Noah Robinson,orders1000@supplier30.example.com,(736) 496-4339,Houston,TX,77002,60,false
